"N","p"
2776,4.22913355836644e-267
2777,1.14164363958268e-266
2778,3.0792359725353e-266
2779,8.29829138125787e-266
2780,2.23443505549387e-265
2781,6.01146313879617e-265
2782,1.6159431785415e-264
2783,4.34015736632463e-264
2784,1.16471162443977e-263
2785,3.12294930677384e-263
2786,8.36652472913775e-263
2787,2.23954066097555e-262
2788,5.98972028457519e-262
2789,1.60061881192528e-261
2790,4.27369107477861e-261
2791,1.14012433942274e-260
2792,3.03903176129914e-260
2793,8.09379573336516e-260
2794,2.15378956054098e-259
2795,5.72648820878473e-259
2796,1.52127454187106e-258
2797,4.0379505471922e-258
2798,1.07089924849308e-257
2799,2.83772626208513e-257
2800,7.51323028988597e-257
2801,1.98754635116874e-256
2802,5.25342143541754e-256
2803,1.38739995890759e-255
2804,3.66096536184174e-255
2805,9.65215121440723e-255
2806,2.5426537113484e-254
2807,6.6924474024035e-254
2808,1.76001923469733e-253
2809,4.6247110860957e-253
2810,1.21418983341696e-252
2811,3.18510253447663e-252
2812,8.34824393677033e-252
2813,2.18625984757419e-251
2814,5.72062406678169e-251
2815,1.49561588271331e-250
2816,3.90689558795361e-250
2817,1.01971466468757e-249
2818,2.65925935769426e-249
2819,6.92911781017988e-249
2820,1.80397477132903e-248
2821,4.69265132095571e-248
2822,1.2196675554535e-247
2823,3.16737921468796e-247
2824,8.21852927179718e-247
2825,2.13070659302518e-246
2826,5.51936022294467e-246
2827,1.42853018656943e-245
2828,3.69424542543351e-245
2829,9.5454795742238e-245
2830,2.46436762024468e-244
2831,6.35695320379975e-244
2832,1.63843177058831e-243
2833,4.2193308325013e-243
2834,1.0856621980242e-242
2835,2.79114126957529e-242
2836,7.16976516743606e-242
2837,1.8401960830464e-241
2838,4.7191021274348e-241
2839,1.20917956791083e-240
2840,3.09569681176986e-240
2841,7.91885300954427e-240
2842,2.02396235857656e-239
2843,5.16867130713842e-239
2844,1.318838990253e-238
2845,3.36233566438549e-238
2846,8.56498935857965e-238
2847,2.17996291482787e-237
2848,5.5438050064667e-237
2849,1.40865096086253e-236
2850,3.57631282145642e-236
2851,9.07202636046044e-236
2852,2.29937525184349e-235
2853,5.82307244215627e-235
2854,1.47343631576995e-234
2855,3.72518142084072e-234
2856,9.41023380697667e-234
2857,2.37514633673998e-233
2858,5.98986933375202e-233
2859,1.50932021149528e-232
2860,3.79999071309591e-232
2861,9.55918432716161e-232
2862,2.40268222438406e-231
2863,6.03405241282106e-231
2864,1.51411586335118e-230
2865,3.79617718206618e-230
2866,9.50979637008153e-230
2867,2.38030924910636e-229
2868,5.95296074474701e-229
2869,1.48754518371948e-228
2870,3.71402541423344e-228
2871,9.26525077486872e-228
2872,2.30944238824966e-227
2873,5.75168083172437e-227
2874,1.43126535944079e-226
2875,3.55863399081025e-226
2876,8.8406522965396e-226
2877,2.19443725118937e-225
2878,5.44251879637789e-225
2879,1.34869785383284e-224
2880,3.33939196338275e-224
2881,8.2614860819937e-224
2882,2.04214720485553e-223
2883,5.04375575990186e-223
2884,1.24468435532899e-222
2885,3.06904062211555e-222
2886,7.56108830170075e-222
2887,1.86124821492449e-221
2888,4.5778613344386e-221
2889,1.12501774274555e-220
2890,2.76245080593011e-220
2891,6.77747962014106e-220
2892,1.66142376438582e-219
2893,4.06940758253917e-219
2894,9.95911115049947e-219
2895,2.43527847495598e-218
2896,5.94997835201768e-218
2897,1.4525158811323e-217
2898,3.54295131932808e-217
2899,8.63472112960023e-217
2900,2.10266616093841e-216
2901,5.11600849503359e-216
2902,1.24374444391832e-215
2903,3.02113448985886e-215
2904,7.33243152359219e-215
2905,1.77813638064953e-214
2906,4.30845198690249e-214
2907,1.04307762263646e-213
2908,2.5231973713279e-213
2909,6.09852889250398e-213
2910,1.47278128846824e-212
2911,3.55378199733347e-212
2912,8.56806404085329e-212
2913,2.06402077098091e-211
2914,4.96803794602215e-211
2915,1.19480015239502e-210
2916,2.87107938654883e-210
2917,6.89342003814541e-210
2918,1.65372745060118e-209
2919,3.9639924908745e-209
2920,9.49382993535789e-209
2921,2.27190335091735e-208
2922,5.43222910715786e-208
2923,1.29779521538672e-207
2924,3.09794829984172e-207
2925,7.38893951854835e-207
2926,1.76088116766341e-206
2927,4.19293393091757e-206
2928,9.97576167333484e-206
2929,2.37145139872414e-205
2930,5.63277691742782e-205
2931,1.33681428091683e-204
2932,3.17000425242379e-204
2933,7.51084671528518e-204
2934,1.77810859088919e-203
2935,4.20598801675452e-203
2936,9.94072804945767e-203
2937,2.34751733316075e-202
2938,5.53910907067632e-202
2939,1.30590493326962e-201
2940,3.07626529461015e-201
2941,7.240634559596e-201
2942,1.7028254514119e-200
2943,4.00132971383556e-200
2944,9.39462154440651e-200
2945,2.20391593640833e-199
2946,5.16596652589067e-199
2947,1.20989872270614e-198
2948,2.83130957775746e-198
2949,6.6201319922613e-198
2950,1.54663178321713e-197
2951,3.61034118620526e-197
2952,8.42074730274815e-197
2953,1.96242984030943e-196
2954,4.5696064559377e-196
2955,1.06317475728097e-195
2956,2.47156338132427e-195
2957,5.74090190827345e-195
2958,1.33238526279341e-194
2959,3.08973245664978e-194
2960,7.15901596520116e-194
2961,1.65739959692285e-193
2962,3.83391614282567e-193
2963,8.86134231154414e-193
2964,2.04643512546482e-192
2965,4.72213124982814e-192
2966,1.08872895034427e-191
2967,2.50809033286292e-191
2968,5.77308966718508e-191
2969,1.32774659990968e-190
2970,3.05115239314755e-190
2971,7.00574697430317e-190
2972,1.60726276416539e-189
2973,3.6843531079466e-189
2974,8.43873942090937e-189
2975,1.93123851678106e-188
2976,4.41607357055418e-188
2977,1.00897120772394e-187
2978,2.30336823973618e-187
2979,5.25400089963463e-187
2980,1.19745477173451e-186
2981,2.72690709873415e-186
2982,6.20474379287896e-186
2983,1.41065135717361e-185
2984,3.20448243608109e-185
2985,7.27341732144612e-185
2986,1.64953510867766e-184
2987,3.7378950741404e-184
2988,8.46321110845963e-184
2989,1.91463417661773e-183
2990,4.3279182010444e-183
2991,9.7749585518133e-183
2992,2.20593894633711e-182
2993,4.97410300523256e-182
2994,1.12067277740134e-181
2995,2.52281655057922e-181
2996,5.67460139749061e-181
2997,1.27534572084564e-180
2998,2.86393671163091e-180
2999,6.42601687094757e-180
3000,1.44066598729242e-179
3001,3.22721411508169e-179
3002,7.22329467714941e-179
3003,1.61542201864755e-178
3004,3.60977236953554e-178
3005,8.0596619426692e-178
3006,1.7980305471069e-177
3007,4.00793412244953e-177
3008,8.92662705749125e-177
3009,1.98654109519759e-176
3010,4.41724106932289e-176
3011,9.81404562484998e-176
3012,2.17865521519029e-175
3013,4.83250642497178e-175
3014,1.07102575203746e-174
3015,2.37176122090768e-174
3016,5.24790096241783e-174
3017,1.16022962742235e-173
3018,2.56298441144573e-173
3019,5.65707203523205e-173
3020,1.24761682290761e-172
3021,2.74925195530943e-172
3022,6.05329317596683e-172
3023,1.33171949551599e-171
3024,2.92737074445666e-171
3025,6.42964001900468e-171
3026,1.41104084737158e-170
3027,3.09411569705781e-170
3028,6.77918655508873e-170
3029,1.48409852245637e-169
3030,3.24632524444543e-169
3031,7.09521421389945e-169
3032,1.54947016821148e-168
3033,3.38100013880432e-168
3034,7.37142510946912e-168
3035,1.60583923234175e-167
3036,3.495401313846e-167
3037,7.60215007197345e-167
3038,1.65203894814461e-166
3039,3.58714235978464e-166
3040,7.78254190184202e-166
3041,1.68709246110884e-165
3042,3.65427225983838e-165
3043,7.90874465628887e-165
3044,1.71024717083072e-164
3045,3.69534438367151e-164
3046,7.97803071233386e-164
3047,1.72100160207e-163
3048,3.70946832988712e-163
3049,7.9888988006941e-163
3050,1.71912346473267e-162
3051,3.69634202230518e-162
3052,7.94112808873632e-162
3053,1.70465799428569e-161
3054,3.65626244405763e-161
3055,7.8357855914835e-161
3056,1.67792615445129e-160
3057,3.59011447718989e-160
3058,7.67518656605493e-160
3059,1.63951280125501e-159
3060,3.49933843294652e-159
3061,7.46280994166364e-159
3062,1.59024541776247e-158
3063,3.38587793608927e-158
3064,7.20317309772872e-158
3065,1.53116449888214e-157
3066,3.25211079551693e-157
3067,6.90167228114316e-157
3068,1.46348706541502e-156
3069,3.10076629194379e-156
3070,6.5643965271e-156
3071,1.38856509164972e-155
3072,2.93483289370898e-155
3073,6.19792402473802e-155
3074,1.30784082416784e-154
3075,2.75746074309504e-154
3076,5.80911039601202e-154
3077,1.22280104259658e-153
3078,2.57186332580341e-153
3079,5.40487832150855e-153
3080,1.13493226616955e-152
3081,2.38122255248685e-152
3082,4.99201737872182e-152
3083,1.0456787519715e-151
3084,2.18860106815282e-151
3085,4.57700192120069e-151
3086,9.56404877872484e-151
3087,1.99686500233751e-150
3088,4.16583341497345e-150
3089,8.68363177345229e-150
3090,1.80861963063497e-149
3091,3.7639119760699e-149
3092,7.82668920214342e-149
3093,1.62615959319195e-148
3094,3.37594004426908e-148
3095,7.00281739956785e-148
3096,1.45143446639719e-147
3097,3.00585930774188e-147
3098,6.21994420769019e-147
3099,1.2860296653854e-146
3100,2.65682027573521e-146
3101,5.48428599859339e-146
3102,1.13116191530965e-145
3103,2.3311823790433e-145
3104,4.80036831694109e-145
3105,9.87687906754251e-145
3106,2.03054123467319e-144
3107,4.17110215302175e-144
3108,8.56124271379545e-144
3109,1.75577878928335e-143
3110,3.59790611481706e-143
3111,7.36676691480131e-143
3112,1.50713147588349e-142
3113,3.08086376313322e-142
3114,6.2927579290729e-142
3115,1.28427127450302e-141
3116,2.61890507901565e-141
3117,5.33617455155181e-141
3118,1.08639463247897e-140
3119,2.21000137429714e-140
3120,4.49205286898139e-140
3121,9.12314528782601e-140
3122,1.85136382769732e-139
3123,3.75393235138727e-139
3124,7.60551502820346e-139
3125,1.53963710290941e-138
3126,3.1142659300937e-138
3127,6.29420148953346e-138
3128,1.27108104548292e-137
3129,2.56480015782206e-137
3130,5.17108340703783e-137
3131,1.04173512860569e-136
3132,2.09691518699733e-136
3133,4.21747234627999e-136
3134,8.47562002712064e-136
3135,1.70191788913034e-135
3136,3.41470862378687e-135
3137,6.8456809777277e-135
3138,1.37128476636138e-134
3139,2.74464810068729e-134
3140,5.4890065101818e-134
3141,1.09685422325021e-133
3142,2.19004077675343e-133
3143,4.36921732588027e-133
3144,8.70970174006967e-133
3145,1.73480690424471e-132
3146,3.45260787547433e-132
3147,6.86580810329274e-132
3148,1.36421992122562e-131
3149,2.70847897339456e-131
3150,5.37297645877504e-131
3151,1.06500789693126e-130
3152,2.10930398001496e-130
3153,4.17420719962424e-130
3154,8.25386484013793e-130
3155,1.63075701376878e-129
3156,3.21936147037903e-129
3157,6.35036731892334e-129
3158,1.2516318358779e-128
3159,2.46492119022989e-128
3160,4.85040709812017e-128
3161,9.5367871746412e-128
3162,1.87359091228755e-127
3163,3.67786906628964e-127
3164,7.21384160032156e-127
3165,1.41379296769355e-126
3166,2.76856001238325e-126
3167,5.4171518364279e-126
3168,1.0591001980662e-125
3169,2.06896000906556e-125
3170,4.0384636828143e-125
3171,7.87642854910414e-125
3172,1.53494068008371e-124
3173,2.9888422201573e-124
3174,5.81518518192051e-124
3175,1.13050713468422e-123
3176,2.19599980068087e-123
3177,4.26226597829348e-123
3178,8.26605123536489e-123
3179,1.60178773574703e-122
3180,3.10142435574212e-122
3181,6.00021498913707e-122
3182,1.15990347901975e-121
3183,2.24040402030275e-121
3184,4.32394658066073e-121
3185,8.33842088239377e-121
3186,1.60670761590232e-120
3187,3.09342414539482e-120
3188,5.95102397807237e-120
3189,1.14391451559061e-119
3190,2.19707617619485e-119
3191,4.21644425732919e-119
3192,8.08532249775636e-119
3193,1.54916650415206e-118
3194,2.96584634486079e-118
3195,5.67347343464979e-118
3196,1.08442435928965e-117
3197,2.07109201800676e-117
3198,3.95229586372683e-117
3199,7.53614861701372e-117
3200,1.43581817184305e-116
3201,2.73337647367048e-116
3202,5.1993554072432e-116
3203,9.88210889673235e-116
3204,1.87672169122698e-115
3205,3.56123186562372e-115
3206,6.75228550981721e-115
3207,1.27923856770508e-114
3208,2.42160063813401e-114
3209,4.58040375350789e-114
3210,8.65675833015932e-114
3211,1.63477183911936e-113
3212,3.08467458589523e-113
3213,5.81583325733773e-113
3214,1.09563261491334e-112
3215,2.06237863823352e-112
3216,3.87902274655135e-112
3217,7.28998703732599e-112
3218,1.36893151346792e-111
3219,2.5685454336593e-111
3220,4.81552208375374e-111
3221,9.02090546405255e-111
3222,1.68852517633809e-110
3223,3.15802552240085e-110
3224,5.90166354831494e-110
3225,1.10200611526546e-109
3226,2.05610049842131e-109
3227,3.8331470329203e-109
3228,7.14031636472974e-109
3229,1.32901626598318e-108
3230,2.47169019066589e-108
3231,4.59312957325761e-108
3232,8.52853263173568e-108
3233,1.58230761709495e-107
3234,2.93331387535076e-107
3235,5.43346906249612e-107
3236,1.00565017697252e-106
3237,1.85980655235893e-106
3238,3.436685142508e-106
3239,6.34545662147736e-106
3240,1.17067732207485e-105
3241,2.15805621024848e-105
3242,3.97502212117961e-105
3243,7.31589775154465e-105
3244,1.34538633814297e-104
3245,2.47216661789526e-104
3246,4.53899631048329e-104
3247,8.32709114511337e-104
3248,1.52643470864195e-103
3249,2.79585472769291e-103
3250,5.11684727746008e-103
3251,9.35711184631209e-103
3252,1.70975045662624e-102
3253,3.12158529994602e-102
3254,5.69467947777265e-102
3255,1.03804215765819e-101
3256,1.8906552967621e-101
3257,3.44081565767755e-101
3258,6.25694259898027e-101
3259,1.13688013833615e-100
3260,2.06404404235559e-100
3261,3.74433796616067e-100
3262,6.7870797524481e-100
3263,1.22925708859374e-99
3264,2.22461251822511e-99
3265,4.02270279315954e-99
3266,7.26831031222293e-99
3267,1.31220275792341e-98
3268,2.3671208554796e-98
3269,4.26669840828088e-98
3270,7.68449825984207e-98
3271,1.38290125998064e-97
3272,2.48667450221361e-97
3273,4.46785275127579e-97
3274,8.02104460004836e-97
3275,1.43884896412525e-96
3276,2.57900219258325e-96
3277,4.61892029333398e-96
3278,8.26573553960916e-96
3279,1.47800142808063e-95
3280,2.64070895867746e-95
3281,4.71431490759904e-95
3282,8.40947788467658e-95
3283,1.49889736897391e-94
3284,2.66948331312753e-94
3285,4.75045271942748e-94
3286,8.4468599498099e-94
3287,1.50074919428163e-93
3288,2.66424097590206e-93
3289,4.72597559801741e-93
3290,8.37648973614054e-93
3291,1.48349227223667e-92
3292,2.6251926842227e-92
3293,4.64183585673213e-92
3294,8.2010809136502e-92
3295,1.44778864436832e-91
3296,2.55383017347777e-91
3297,4.50123479879461e-91
3298,7.92727920730221e-91
3299,1.39498488587223e-90
3300,2.45283162590411e-90
3301,4.30942063383793e-90
3302,7.56524466654637e-90
3303,1.32702785203026e-89
3304,2.32589493948793e-89
3305,4.0733635438893e-89
3306,7.12802641105343e-89
3307,1.24634565697085e-88
3308,2.17751328082387e-88
3309,3.8013359285375e-88
3310,6.63078345623318e-88
3311,1.15570401936587e-87
3312,2.01271189131316e-87
3313,3.50243301636033e-87
3314,6.0899163535919e-87
3315,1.05804979417945e-86
3316,1.83676757165849e-86
3317,3.18607241661493e-86
3318,5.52217864093729e-86
3319,9.56353952467051e-86
3320,1.65493250000954e-85
3321,2.86151061604644e-85
3322,4.94383437925857e-85
3323,8.53465492902405e-85
3324,1.47218214940294e-84
3325,2.53741020608034e-84
3326,4.36991910349344e-84
3327,7.51985936363143e-84
3328,1.29300341514014e-83
3329,2.22148448161045e-83
3330,3.81364777899378e-83
3331,6.54171450356768e-83
3332,1.12123418242141e-82
3333,1.92023700356664e-82
3334,3.28599673476963e-82
3335,5.61866623576999e-82
3336,9.5996009777889e-82
3337,1.63880391758013e-81
3338,2.79546910456728e-81
3339,4.76470829062496e-81
3340,8.11468899630416e-81
3341,1.38089739552321e-80
3342,2.3480369935104e-80
3343,3.98935310899067e-80
3344,6.77257880329405e-80
3345,1.14884046889769e-79
3346,1.94723998866633e-79
3347,3.29786865390901e-79
3348,5.58086318806557e-79
3349,9.4367743223346e-79
3350,1.59440981453563e-78
3351,2.69172427433416e-78
3352,4.54062285051812e-78
3353,7.65340264617992e-78
3354,1.28898538033672e-77
3355,2.16918076001966e-77
3356,3.64752135783947e-77
3357,6.12850177393948e-77
3358,1.02888109268742e-76
3359,1.72595901803592e-76
3360,2.89301189915932e-76
3361,4.84534196084074e-76
3362,8.1087356629288e-76
3363,1.35592720774656e-75
3364,2.26555262352891e-75
3365,3.78239172549885e-75
3366,6.30976887514807e-75
3367,1.05175605018477e-74
3368,1.75174639280993e-74
3369,2.9152923618554e-74
3370,4.84783346320765e-74
3371,8.05504532656389e-74
3372,1.33734367627514e-73
3373,2.21856846813725e-73
3374,3.67754026270429e-73
3375,6.0911157540059e-73
3376,1.008070974678e-72
3377,1.66701778408426e-72
3378,2.75450931316147e-72
3379,4.54781898994839e-72
3380,7.50269054980881e-72
3381,1.23676122164636e-71
3382,2.03708743920572e-71
3383,3.35265211999242e-71
3384,5.51343612615209e-71
3385,9.05964668248499e-71
3386,1.48749411512465e-70
3387,2.44036258209043e-70
3388,4.00044761873872e-70
3389,6.55266510568641e-70
3390,1.07246353409838e-69
3391,1.7538897780875e-69
3392,2.86600724881082e-69
3393,4.6795869424757e-69
3394,7.63471849608273e-69
3395,1.24461156563402e-68
3396,2.02735571407299e-68
3397,3.29975291613872e-68
3398,5.36646441038478e-68
3399,8.72068250725519e-68
3400,1.41601583696101e-67
3401,2.2974241517811e-67
3402,3.72451488184755e-67
3403,6.03328344056069e-67
3404,9.76547224556951e-67
3405,1.57938606213022e-66
3406,2.5523422235243e-66
3407,4.12140302168497e-66
3408,6.64977367699092e-66
3409,1.07207277186409e-65
3410,1.72701978552042e-65
3411,2.77987986840888e-65
3412,4.47105935317384e-65
3413,7.18539349016723e-65
3414,1.15384218896444e-64
3415,1.85139050771434e-64
3416,2.96828388276901e-64
3417,4.75519839192479e-64
3418,7.61180539119229e-64
3419,1.21748203870358e-63
3420,1.94577815505408e-63
3421,3.10727707085833e-63
3422,4.95818305112215e-63
3423,7.90534948513412e-63
3424,1.25943441448074e-62
3425,2.00486911330831e-62
3426,3.18898519703977e-62
3427,5.06844820808831e-62
3428,8.04921590700715e-62
3429,1.27728619099274e-61
3430,2.02525146893365e-61
3431,3.20867562943667e-61
3432,5.07959186361812e-61
3433,8.0350389708654e-61
3434,1.26999889685895e-60
3435,2.00574126593998e-60
3436,3.16521130069021e-60
3437,4.99099068627793e-60
3438,7.86370272310797e-60
3439,1.23800874639327e-59
3440,1.94749637773862e-59
3441,3.06115940965568e-59
3442,4.80785761149492e-59
3443,7.54524999856115e-59
3444,1.18318342754358e-58
3445,1.8539027609426e-58
3446,2.90254041319634e-58
3447,4.54073411119065e-58
3448,7.09790794942061e-58
3449,1.10864159686919e-57
3450,1.73024862866612e-57
3451,2.69825143603229e-57
3452,4.20448590150926e-57
3453,6.54636153275604e-57
3454,1.01845933996254e-56
3455,1.58323014108147e-56
3456,2.45924087948017e-56
3457,3.81693511304487e-56
3458,5.91950230031913e-56
3459,9.1730199982625e-56
3460,1.42035282145839e-55
3461,2.197540606717e-55
3462,3.39730370704525e-55
3463,5.24793747331498e-55
3464,8.10027506782922e-55
3465,1.24930287263343e-54
3466,1.92527418778282e-54
3467,2.96465619799952e-54
3468,4.56155594088745e-54
3469,7.01307711440846e-54
3470,1.0773608383004e-53
3471,1.65375335458539e-53
3472,2.53651417963595e-53
3473,3.8874147190285e-53
3474,5.95307699553469e-53
3475,9.10917802772369e-53
3476,1.3927525624769e-52
3477,2.12777572088162e-52
3478,3.2481408923716e-52
3479,4.95451350796884e-52
3480,7.55134552714435e-52
3481,1.15001858097878e-51
3482,1.75001826337608e-51
3483,2.66095502493836e-51
3484,4.04286963315549e-51
3485,6.13760889296974e-51
3486,9.31034928151958e-51
3487,1.41120481080196e-50
3488,2.13732936919681e-50
3489,3.23452274705586e-50
3490,4.89109769050469e-50
3491,7.39026234964192e-50
3492,1.11575999495431e-49
3493,1.68321327408359e-49
3494,2.53725992639644e-49
3495,3.82162654098606e-49
3496,5.75160456686631e-49
3497,8.64942637886222e-49
3498,1.29970001518857e-48
3499,1.95144579460178e-48
3500,2.92770578786272e-48
3501,4.38890277764675e-48
3502,6.57418770413679e-48
3503,9.83979087965752e-48
3504,1.47159155504008e-47
3505,2.19910706614585e-47
3506,3.28369755504212e-47
3507,4.89934060773767e-47
3508,7.30415270382883e-47
3509,1.08807743071783e-46
3510,1.61959909852027e-46
3511,2.40886818825221e-46
3512,3.5799449741624e-46
3513,5.31615323449592e-46
3514,7.88817385136891e-46
3515,1.16953525926876e-45
3516,1.73263884703164e-45
3517,2.56484235254768e-45
3518,3.79377199111798e-45
3519,5.60711824440962e-45
3520,8.28068305090711e-45
3521,1.22194198426979e-44
3522,1.80174368312691e-44
3523,2.65456549390484e-44
3524,3.90797625093313e-44
3525,5.74868404635563e-44
3526,8.44973397700457e-44
3527,1.2410112639176e-43
3528,1.82123723161025e-43
3529,2.67064058777438e-43
3530,3.9131141508126e-43
3531,5.72911783415081e-43
3532,8.38129596005001e-43
3533,1.22515997858862e-42
3534,1.78950389447038e-42
3535,2.61174477240398e-42
3536,3.80879044313538e-42
3537,5.55011140039585e-42
3538,8.08117696103768e-42
3539,1.17572525584675e-41
3540,1.70920993980662e-41
3541,2.4828090650339e-41
3542,3.60370807997351e-41
3543,5.22653991424892e-41
3544,7.57421003720911e-41
3545,1.09677827682792e-40
3546,1.58693367913371e-40
3547,2.29433681325214e-40
3548,3.31446965485021e-40
3549,4.78442131234356e-40
3550,6.90086130012218e-40
3551,9.94570817821536e-40
3552,1.43227586900423e-39
3553,2.06099151944215e-39
3554,2.96335935151412e-39
3555,4.25746451202148e-39
3556,6.11190189049983e-39
3557,8.76718861589797e-39
3558,1.25661714709011e-38
3559,1.79971728006045e-38
3560,2.57551618054558e-38
3561,3.68284115270472e-38
3562,5.26211600857717e-38
3563,7.51270944769302e-38
3564,1.07174515456103e-37
3565,1.52772520237002e-37
3566,2.175994300441e-37
3567,3.09691351430749e-37
3568,4.40412089147008e-37
3569,6.25818264845216e-37
3570,8.88579115693137e-37
3571,1.26067416207066e-36
3572,1.78718084773484e-36
3573,2.53158823234411e-36
3574,3.58324553797099e-36
3575,5.06779478413939e-36
3576,7.16177115651551e-36
3577,1.01130194892647e-35
3578,1.4269220552812e-35
3579,2.01177161474187e-35
3580,2.83410631261758e-35
3581,3.98944655497129e-35
3582,5.61136132892302e-35
3583,7.88647452243883e-35
3584,1.10753300561396e-34
3585,1.55413796672214e-34
3586,2.17912227082813e-34
3587,3.05304201853365e-34
3588,4.27408478890977e-34
3589,5.97878135721258e-34
3590,8.35682702084367e-34
3591,1.16715725293524e-33
3592,1.62883303713705e-33
3593,2.27134454316961e-33
3594,3.16481796395596e-33
3595,4.406296699671e-33
3596,6.12996564654275e-33
3597,8.52121771875134e-33
3598,1.1835990740383e-32
3599,1.64273277400692e-32
3600,2.27818292838982e-32
3601,3.1569641265368e-32
3602,4.37129482951179e-32
3603,6.04797470538965e-32
3604,8.36121254907413e-32
3605,1.15501602006473e-31
3606,1.59428593526221e-31
3607,2.19889200486629e-31
3608,3.03040783416389e-31
3609,4.1730901835536e-31
3610,5.74214277220725e-31
3611,7.89495656110349e-31
3612,1.08463861188862e-30
3613,1.48894943783638e-30
3614,2.04237002810394e-30
3615,2.79929398993664e-30
3616,3.83373610773202e-30
3617,5.24632939566896e-30
3618,7.17378812158146e-30
3619,9.80169543046349e-30
3620,1.33817694659322e-29
3621,1.82551574051046e-29
3622,2.48838361755009e-29
3623,3.38929065027285e-29
3624,4.61275127562497e-29
3625,6.27293837299088e-29
3626,8.52396737380765e-29
3627,1.15737028085499e-28
3628,1.57022786038606e-28
3629,2.12869211386917e-28
3630,2.88351927564808e-28
3631,3.90294756625295e-28
3632,5.27864480897879e-28
3633,7.13365403952835e-28
3634,9.63299960164808e-28
3635,1.29978329573761e-27
3636,1.75242841046804e-27
3637,2.36085633286578e-27
3638,3.17803582252994e-27
3639,4.27472308593824e-27
3640,5.7453589804362e-27
3641,7.71589574919223e-27
3642,1.03541760929793e-26
3643,1.38836856093207e-26
3644,1.86017600355974e-26
3645,2.49036705350089e-26
3646,3.33144585234748e-26
3647,4.45309789080352e-26
3648,5.94773796101612e-26
3649,7.93782511874287e-26
3650,1.05854995125059e-25
3651,1.41052676284608e-25
3652,1.87806865169029e-25
3653,2.49862896066028e-25
3654,3.32163771065361e-25
3655,4.41227890476544e-25
3656,5.85644227403231e-25
3657,7.76720927468803e-25
3658,1.02933417089015e-24
3659,1.36303821430871e-24
3660,1.80351577580332e-24
3661,2.38447155055432e-24
3662,3.1501022056325e-24
3663,4.1583157033717e-24
3664,5.48492381508707e-24
3665,7.22909750849976e-24
3666,9.52045974932765e-24
3667,1.25282995609719e-23
3668,1.64735318575354e-23
3669,2.16442084504434e-23
3670,2.84156180230247e-23
3671,3.7276311180685e-23
3672,4.88617692842583e-23
3673,6.39979260514625e-23
3674,8.37573786271825e-23
3675,1.09531927810017e-22
3676,1.43126113429978e-22
3677,1.86877721472154e-22
3678,2.43812911732986e-22
3679,3.17845746490767e-22
3680,4.14034615777843e-22
3681,5.38911510024181e-22
3682,7.00904484004926e-22
3683,9.10879236941923e-22
3684,1.18283281723286e-21
3685,1.53478144339144e-21
3686,1.98989581479185e-21
3687,2.57795169474847e-21
3688,3.33718177337099e-21
3689,4.3166378489613e-21
3690,5.57920144657861e-21
3691,7.2054176771176e-21
3692,9.29837337805451e-21
3693,1.198989880452e-20
3694,1.54484454011659e-20
3695,1.98890842822516e-20
3696,2.55861857200588e-20
3697,3.28894850973631e-20
3698,4.22444227724347e-20
3699,5.42178732820811e-20
3700,6.95306646364018e-20
3701,8.90986452502142e-20
3702,1.1408450181458e-19
3703,1.45963087828781e-19
3704,1.86603716443722e-19
3705,2.38373735929704e-19
3706,3.04268782524265e-19
3707,3.88076444319268e-19
3708,4.94581733722956e-19
3709,6.29824831916496e-19
3710,8.01424131457378e-19
3711,1.01898077941924e-18
3712,1.29458485655167e-18
3713,1.64344819388658e-18
3714,2.08469484287171e-18
3715,2.64234764298848e-18
3716,3.34655849573338e-18
3717,4.23514125186247e-18
3718,5.35548003385751e-18
3719,6.76690293843291e-18
3720,8.5436321150489e-18
3721,1.07784470736729e-17
3722,1.35872298069965e-17
3723,1.71145992184251e-17
3724,2.15408900061361e-17
3725,2.70907894815314e-17
3726,3.40440171209999e-17
3727,4.27485187777755e-17
3728,5.36367538222904e-17
3729,6.72457831534085e-17
3730,8.42420240040866e-17
3731,1.05451729756507e-16
3732,1.3189848682051e-16
3733,1.64849304731051e-16
3734,2.05871220472006e-16
3735,2.56900756239604e-16
3736,3.20329076554812e-16
3737,3.99106303976953e-16
3738,4.96869194420356e-16
3739,6.18097269283147e-16
3740,7.6830358342057e-16
3741,9.54267612663637e-16
3742,1.18431931653572e-15
3743,1.46868532404514e-15
3744,1.81991046605494e-15
3745,2.25337061187219e-15
3746,2.78789604966324e-15
3747,3.44652858614964e-15
3748,4.25744025660326e-15
3749,5.25504718057404e-15
3750,6.48135884862306e-15
3751,7.98761118944076e-15
3752,9.83624139186145e-15
3753,1.21032739336906e-14
3754,1.48812009423475e-14
3755,1.82824562855732e-14
3756,2.24436021397884e-14
3757,2.75303697684783e-14
3758,3.37437235200437e-14
3759,4.13271493942156e-14
3760,5.0575407830959e-14
3761,6.18450357021356e-14
3762,7.55669360690627e-14
3763,9.22614575508085e-14
3764,1.12556439811233e-13
3765,1.37208789678187e-13
3766,1.67130256038436e-13
3767,2.03418193560717e-13
3768,2.4739224856959e-13
3769,3.00638068600675e-13
3770,3.65059334458421e-13
3771,4.42939644768577e-13
3772,5.37016053617062e-13
3773,6.50566378302669e-13
3774,7.87512763895549e-13
3775,9.52544422705355e-13
